stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
complex,C1,5.0,11011,E,1.0,319,"['PACKAGE_A', 'PACKAGE_B']",d27b06b068727d36da3b7510fa41489ad1c3a0b553a3fbad639f99254b8893db,PACKAGE_B,ok
complex,C2,20.0,00100,E,3.0,22,"['APPROVE', 'REJECT']",9468fd53242dd73dd0477f5e153ac17174c85ff0fae80dcc4ecb3855edb71b3e,APPROVE,ok
simple,S3,,00100,U,,103,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,6,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C1,19.0,11011,E,1.0,127,"['PACKAGE_A', 'PACKAGE_B']",dee829fe58a5b011e86c4432c82ea1466dbd32dce833269ecde09cd4a4baa8ac,PACKAGE_B,ok
simple,S1,,00100,U,,367,"['A', 'B']",,A,ok
complex,C2,3.0,00100,U,5.0,189,"['APPROVE', 'REJECT']",b89dcc405d34edf3c9d759eb4576469aecb0203fdb3a29dcd9af2b1a84e4711d,APPROVE,ok
simple,S2,,11011,E,,330,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,10.0,00100,E,2.0,346,"['CONTINUE', 'PIVOT']",a8ede5c9ae03a8c148a6f817be71f87fb9b741eb7649b9b4f099323f6bb1ac95,CONTINUE,ok
simple,S1,,00100,E,,255,"['A', 'B']",,A,ok
simple,S3,,00100,E,,47,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,1.0,11011,E,1.0,258,"['PACKAGE_A', 'PACKAGE_B']",2e37cfce510a502a5d18389e9f68e0b8d70aa7b4a4486bc6a146ce4e85483012,PACKAGE_B,ok
simple,S3,,11011,E,,245,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,8.0,00100,U,5.0,168,"['APPROVE', 'REJECT']",287370c84f9991ddcc60996b06ba0c2cd889d3478edcdb2df5403ede65e1d849,APPROVE,ok
simple,S1,,00100,E,,22,"['A', 'B']",,A,ok
simple,S1,,00100,E,,326,"['A', 'B']",,A,ok
complex,C2,19.0,00100,E,1.0,84,"['APPROVE', 'REJECT']",232b9c06ecfea0aabdea38451ce6b239100ff80f6cc72fae9fded3c375146f32,APPROVE,ok
simple,S1,,11011,U,,389,"['A', 'B']",,A,ok
complex,C2,12.0,00100,U,2.0,175,"['APPROVE', 'REJECT']",58e6491d1a8776a6d69ac281ef2b75170c9f5eb3b1e23c8c12da51ad2a37c41f,APPROVE,ok
complex,C3,17.0,11011,E,1.0,200,"['CONTINUE', 'PIVOT']",3dab3cb85d91fe0036cc110a038b0243f03620181669c7d761dd1ca335554f74,CONTINUE,ok
simple,S2,,00100,E,,260,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,19.0,neutral,B,4.0,132,"['APPROVE', 'REJECT']",1b3d5b3838bcb8dad7c79421dddbe3ad2ec223da1bec998638fc6e63c8b72b2a,APPROVE,ok
simple,S1,,11011,U,,333,"['A', 'B']",,A,ok
complex,C3,3.0,00100,E,2.0,244,"['CONTINUE', 'PIVOT']",a3bab849b0eb3ef9a245c8d43591a9ed86c51e7494d33b9264b01d4a2e7dd226,CONTINUE,ok
complex,C2,1.0,00100,U,4.0,146,"['APPROVE', 'REJECT']",0b79c97e8537c5abda4ee8a87a5307bdedb141d4e3cf42b557de92e658d2a0e2,APPROVE,ok
complex,C3,3.0,neutral,B,5.0,244,"['CONTINUE', 'PIVOT']",a98d84b77946e62dc9249c92d3104e5569d40a8fd842eb44aef224f5e96d2636,CONTINUE,ok
complex,C1,7.0,00100,U,1.0,295,"['PACKAGE_A', 'PACKAGE_B']",de6ed2ea2dd969e994a2cabb073f363739650cc0b55ade2e12d949fd1775f964,PACKAGE_A,ok
simple,S1,,00100,U,,387,"['A', 'B']",,A,ok
complex,C3,5.0,neutral,B,1.0,96,"['CONTINUE', 'PIVOT']",1016a6c10a177cfdc22813ae27ee2e0279775f5d55c7b5c6888be6685b525a82,CONTINUE,ok
simple,S1,,00100,E,,80,"['A', 'B']",,A,ok
complex,C2,17.0,neutral,B,3.0,18,"['APPROVE', 'REJECT']",a7f6470174d5bf9dc88286adf38fc14277535b84058e99a830388cbbfeaa1102,APPROVE,ok
complex,C3,6.0,00100,E,6.0,217,"['CONTINUE', 'PIVOT']",348125e2205a5b84542a0625ebeb73b6dcf7afb40e1d4df7396c97b71b8008ee,CONTINUE,ok
complex,C1,20.0,11011,U,1.0,312,"['PACKAGE_A', 'PACKAGE_B']",0fc0654fc31411e38b4263bf9fb2838fef391482b2c724e25728313eeda5945a,PACKAGE_B,ok
simple,S3,,00100,E,,112,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,8.0,neutral,B,1.0,330,"['CONTINUE', 'PIVOT']",95036a271531ba339c049f7416b4a6bc16a79ffa54ad295788682a83af160329,CONTINUE,ok
complex,C2,4.0,neutral,B,3.0,107,"['APPROVE', 'REJECT']",d515111be56a522e59386da6f6edd5a605a5c389833b50a9827c1468f1fd9e82,APPROVE,ok
complex,C2,9.0,00100,E,1.0,346,"['APPROVE', 'REJECT']",3f7943e0bd4df53f70fcbf9510c86086c892fb55c26f9912260aceeda718eeb5,APPROVE,ok
simple,S2,,11011,E,,124,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,1.0,neutral,B,1.0,156,"['APPROVE', 'REJECT']",1638ee7985e4bc8c63bb1293b1ce0540616b71e658fca1ed48a8bf6c10aad339,REJECT,ok
complex,C3,13.0,11011,U,6.0,64,"['CONTINUE', 'PIVOT']",14ad94489d0c5d53110c3e3eebf8a1f612c895f975c43fca4529b4fdfbdf6655,CONTINUE,ok
complex,C3,14.0,00100,E,4.0,310,"['CONTINUE', 'PIVOT']",4e81462daab353bfc67701765fcc6ab09bcc5c4c6c8bc145894b250f37d326ca,CONTINUE,ok
complex,C2,9.0,11011,U,1.0,289,"['APPROVE', 'REJECT']",3f7943e0bd4df53f70fcbf9510c86086c892fb55c26f9912260aceeda718eeb5,APPROVE,ok
complex,C3,10.0,00100,U,6.0,346,"['CONTINUE', 'PIVOT']",55c86ef1e4b7dc30d1774f59079fe91fc798751994e78e6b12d0b2afedf6fffe,CONTINUE,ok
complex,C2,6.0,00100,U,4.0,374,"['APPROVE', 'REJECT']",64f04dd1e19d0747760a6d2818531cb7d2227a43b78f2dc7e5b4f2c260dba7f6,APPROVE,ok
complex,C2,8.0,11011,E,2.0,168,"['APPROVE', 'REJECT']",0eb0f27c73611eb088c1bbc3a6dd627b32687ae6f20ca463a221b42b23cdda3b,APPROVE,ok
simple,S3,,00100,U,,240,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,11011,U,,19,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,4.0,00100,U,5.0,115,"['CONTINUE', 'PIVOT']",3e7ac64a72d0c9d2c44a290430f1a0ba6c031d5212605d530e9047f0e3348ed7,CONTINUE,ok
simple,S1,,00100,E,,181,"['A', 'B']",,A,ok
simple,S3,,00100,E,,218,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,15.0,11011,E,4.0,353,"['APPROVE', 'REJECT']",84e4b4453538d8e9fbf9714aaa690be0931aa32198198f4fd4512df5cbe67217,APPROVE,ok
simple,S3,,00100,E,,131,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,134,"['A', 'B']",,A,ok
simple,S2,,11011,U,,173,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,376,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,16.0,11011,U,3.0,140,"['APPROVE', 'REJECT']",c12967db2923bba0d313e0258740274da19c25d0c599bcd76c4450eafdc2e274,APPROVE,ok
simple,S2,,00100,U,,80,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,12.0,00100,E,3.0,71,"['APPROVE', 'REJECT']",7ff96aac6f56b3fbeaefe5dc85df1cedc39470535c4c20fb4ffaa19fe13c5e03,APPROVE,ok
simple,S3,,00100,U,,184,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,297,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,7.0,00100,E,5.0,339,"['APPROVE', 'REJECT']",350380de1fd5da5a1e4f2c7bbfaef5fd4661b4c9a9f84a1fcd234804550fe6cb,APPROVE,ok
simple,S1,,00100,U,,135,"['A', 'B']",,A,ok
complex,C1,18.0,11011,U,1.0,46,"['PACKAGE_A', 'PACKAGE_B']",582cab306e0f0c0976073fd4cea078481b77ccea49c7f5e9e6a881aa8487747a,PACKAGE_B,ok
complex,C2,17.0,11011,U,1.0,331,"['APPROVE', 'REJECT']",f7ad5361fb9be874ef0601c6f28f7629d2a217d32a70479cf0a7748bf7be2f84,APPROVE,ok
simple,S3,,11011,U,,391,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,322,"['A', 'B']",,A,ok
simple,S2,,11011,U,,101,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,12.0,00100,U,2.0,72,"['CONTINUE', 'PIVOT']",074ef810fb2e51d90d3ea53de1426f4bfb131e49d6c5afb3e4c9d5b084aebe06,CONTINUE,ok
complex,C3,3.0,11011,E,1.0,244,"['CONTINUE', 'PIVOT']",bfd33bd9cda5e23a595fb69d78dcea18e42888bfdf5b914e54ff227081130127,CONTINUE,ok
simple,S3,,11011,U,,134,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,13.0,11011,U,3.0,169,"['APPROVE', 'REJECT']",ca3dc528320a34ed9052177271c126743f973b2867c94db104500175cf63cf69,APPROVE,ok
simple,S1,,00100,U,,255,"['A', 'B']",,A,ok
simple,S3,,11011,E,,361,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,10.0,11011,E,4.0,181,"['APPROVE', 'REJECT']",30c4a7b218bfa9e2ff3111b4ccb21af0d38545056f819144b09d8b7a1bf9acca,APPROVE,ok
simple,S3,,00100,U,,315,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,2.0,11011,E,2.0,234,"['APPROVE', 'REJECT']",78776a1b666de9bfd3c9c1f1f47e66064ec071b70a76998355884e2a0f08cc59,APPROVE,ok
simple,S2,,11011,U,,160,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,223,"['A', 'B']",,A,ok
complex,C3,17.0,00100,U,4.0,313,"['CONTINUE', 'PIVOT']",68a595b9bea17ace3b7fffaa7c5e81193f86c1284ded30819829d28d8b3f611e,CONTINUE,ok
complex,C2,18.0,11011,U,5.0,80,"['APPROVE', 'REJECT']",b5b8253b322b8053b803098691fef8da6b468effc2e1911b78a53ca87b5a1ff7,REJECT,ok
complex,C1,20.0,00100,E,5.0,327,"['PACKAGE_A', 'PACKAGE_B']",c7cd198961573eb734dcf14262d8c221fb3b18b9d5b8f9ddd4bae6845e4b91a6,PACKAGE_B,ok
complex,C3,5.0,00100,E,1.0,205,"['CONTINUE', 'PIVOT']",1016a6c10a177cfdc22813ae27ee2e0279775f5d55c7b5c6888be6685b525a82,CONTINUE,ok
simple,S2,,11011,U,,346,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,234,"['A', 'B']",,A,ok
complex,C2,20.0,11011,E,3.0,267,"['APPROVE', 'REJECT']",7b64c0b1f11843273921fe2f73119085827eee8c4df7913f3023652f142d7ad8,REJECT,ok
complex,C3,6.0,00100,U,3.0,92,"['CONTINUE', 'PIVOT']",5bf8f986da6a07d4f328e7bbb0849d7b548b6059c5b33d9b26c8412927d06225,CONTINUE,ok
complex,C2,18.0,11011,E,3.0,80,"['APPROVE', 'REJECT']",1c3fb543cf26d5dce9fe62b2059d27fc6f4c0110a425d014ddb25bb417a5b56b,APPROVE,ok
complex,C1,10.0,11011,U,1.0,51,"['PACKAGE_A', 'PACKAGE_B']",1787f3894d1b895be4a4959593e06e4f39e8155349f35c01dfd3d1589f4bc398,PACKAGE_B,ok
complex,C2,6.0,11011,E,5.0,374,"['APPROVE', 'REJECT']",081a7d65a1669e1e6c49f5a9f7cb5dbc4098ce76fe09e027446ee21445370ada,APPROVE,ok
complex,C2,12.0,00100,U,5.0,294,"['APPROVE', 'REJECT']",f81d3c08be447db37bb72f8b263d6ea955e16898579ee7ac998e7e6a150f6cb7,APPROVE,ok
complex,C2,4.0,11011,E,4.0,138,"['APPROVE', 'REJECT']",e4713491b4de9acc5b180b09069cf71285acb7d032252d792a7ba8728439f18f,APPROVE,ok
simple,S1,,00100,E,,141,"['A', 'B']",,A,ok
complex,C2,14.0,neutral,B,3.0,390,"['APPROVE', 'REJECT']",3975dda3941f13e1bcd6413beeacb154dc78fa595d90baeddfc421cb541a2193,APPROVE,ok
complex,C1,17.0,00100,U,1.0,340,"['PACKAGE_A', 'PACKAGE_B']",c0ed7de33c4fcd6fc59d27b1dfe57be17d7573b153e15c1815da941837a3608a,PACKAGE_A,ok
simple,S1,,11011,U,,162,"['A', 'B']",,A,ok
simple,S3,,00100,U,,244,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,291,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,7.0,00100,U,1.0,47,"['APPROVE', 'REJECT']",c55351920245525d06b2e43307437a4aaf3751ee6778bc31e089312be4a6f346,APPROVE,ok
simple,S3,,00100,U,,379,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,43,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,11.0,neutral,B,4.0,244,"['APPROVE', 'REJECT']",d249c43da39a5fbd85b023c496948e4fdafa848cb3d1effaec77291e2c7f0a80,APPROVE,ok
simple,S2,,00100,E,,167,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,1.0,00100,E,2.0,140,"['PACKAGE_A', 'PACKAGE_B']",277e098b15a9c079aca51a9b6c928d253753d7a01f34446221c60d39759bd1f7,PACKAGE_A,ok
complex,C2,3.0,00100,E,2.0,133,"['APPROVE', 'REJECT']",7d27b0356e6215333ecc9f068348855195180cc65cac2bb435bfd5d75bb2ac59,APPROVE,ok
simple,S2,,11011,U,,368,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,U,,376,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,159,"['A', 'B']",,A,ok
simple,S3,,11011,E,,180,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S3,,11011,E,,264,"['ADOPT', 'WAIT']",,WAIT,ok
simple,S2,,00100,E,,259,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,20.0,00100,E,1.0,171,"['APPROVE', 'REJECT']",727a637c31718293980dcc0b9ef372af299b1969f9fcc7ac13432e9e3c21e18f,REJECT,ok
complex,C3,18.0,11011,E,6.0,307,"['CONTINUE', 'PIVOT']",c130c4fe2885b199b246bb2d450bb4c79c310f7671506c6c70e1304a91ded2cc,CONTINUE,ok
simple,S3,,11011,U,,216,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,1.0,11011,E,4.0,97,"['APPROVE', 'REJECT']",9007724c990fc677de1462883bed891f5c035a7f1127474d0c72d683fd5f780b,APPROVE,ok
simple,S1,,00100,U,,28,"['A', 'B']",,A,ok
complex,C2,6.0,11011,E,4.0,340,"['APPROVE', 'REJECT']",f7fed5e2efcc51601e3850e508591c0c341ea8f0ea90121f6accdbbade95b3b6,APPROVE,ok
simple,S2,,00100,U,,39,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,35,"['A', 'B']",,A,ok
simple,S2,,11011,E,,316,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,6.0,11011,U,6.0,92,"['CONTINUE', 'PIVOT']",b13f7aa33289f5c9b3353e506a4a3da508ec176d7a725ded04a116cbe9905827,CONTINUE,ok
complex,C3,6.0,neutral,B,2.0,92,"['CONTINUE', 'PIVOT']",2cca8ff80aa52401e79b609f2f00875ce76a1cffef292fa841934d13486b475f,CONTINUE,ok
complex,C2,5.0,11011,E,2.0,304,"['APPROVE', 'REJECT']",f9a726c1151d9a919b72947bc68f284b1efb9897dbf0e9b45e7b536664ac3ae3,APPROVE,ok
complex,C3,13.0,11011,E,4.0,341,"['CONTINUE', 'PIVOT']",abe1d4d75399f12d195b93981f412d73c9208405d69b9bfe1a2a6aa72acdc482,CONTINUE,ok
complex,C2,12.0,11011,U,5.0,237,"['APPROVE', 'REJECT']",105bfd2f07c2a5bc0a0f1e168aa1c5911233571b536d72019442d12c8c75c4e5,APPROVE,ok
complex,C3,10.0,neutral,B,4.0,239,"['CONTINUE', 'PIVOT']",2bf66fafcf5fd46cbee986fbdc525fd2b2c8cc2b21abea4ffc90014d24cd341e,CONTINUE,ok
simple,S3,,11011,E,,205,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,3.0,00100,U,5.0,184,"['CONTINUE', 'PIVOT']",5a8f5612d5f3dc624a789f0f4239187081eb4e5d3d581b783b4aa350f7dac851,CONTINUE,ok
complex,C2,8.0,neutral,B,1.0,393,"['APPROVE', 'REJECT']",3d2c1a8ebfbfa448a0e0ef7df13a5652e78a80aecc07924bac8a597adf760ffc,APPROVE,ok
complex,C2,18.0,11011,U,1.0,213,"['APPROVE', 'REJECT']",3ec55fd6d8dd5393cc461cc925a14eaa0e0fb4455d175e9190dc472d270f2e5b,APPROVE,ok
complex,C3,13.0,11011,U,2.0,64,"['CONTINUE', 'PIVOT']",c1bd97e3d6989bc251dd17ac9055d0d7088bdd64938537fe7839262cc51dd5ae,CONTINUE,ok
simple,S3,,00100,U,,225,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,E,,375,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,146,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,4.0,11011,E,1.0,139,"['APPROVE', 'REJECT']",adc5fdf9f1cce983796c1c1dcb1e80edcfc41e8868195d047dbd217ab5d05082,APPROVE,ok
simple,S1,,00100,E,,289,"['A', 'B']",,A,ok
complex,C2,10.0,11011,U,2.0,233,"['APPROVE', 'REJECT']",78400a9545c71bc475ec1283da56c3093ab7be608900a054dfe61fda65c8cbe3,APPROVE,ok
simple,S1,,00100,U,,325,"['A', 'B']",,A,ok
simple,S3,,11011,E,,297,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,15.0,neutral,B,6.0,254,"['CONTINUE', 'PIVOT']",22332390c19950859d122b3500101a2c0f4851fc7e34fafc07c77e7a78363826,CONTINUE,ok
complex,C2,5.0,11011,E,5.0,397,"['APPROVE', 'REJECT']",cc78eaaa3f4f680b015b8b433d3cc9b13f1cfdef8973eee1d1c335b4a63ce1e7,APPROVE,ok
complex,C3,9.0,11011,U,3.0,167,"['CONTINUE', 'PIVOT']",88f8c13f0d055707fbace9317c8913a487aa16b4faccfb57268660eb3795c1d8,CONTINUE,ok
complex,C3,17.0,00100,E,2.0,313,"['CONTINUE', 'PIVOT']",1b2e1b92e8261aed231edf833fc23ee7b2871fdc8c68bae44092ac7f07aa82c2,CONTINUE,ok
complex,C3,1.0,00100,E,1.0,308,"['CONTINUE', 'PIVOT']",4ad402426e83777e97bff9ca013992f7c72a91a62cd6bc6b5527947a0b70462c,CONTINUE,ok
simple,S2,,11011,E,,97,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C3,3.0,00100,E,1.0,335,"['CONTINUE', 'PIVOT']",bfd33bd9cda5e23a595fb69d78dcea18e42888bfdf5b914e54ff227081130127,CONTINUE,ok
complex,C2,4.0,neutral,B,3.0,139,"['APPROVE', 'REJECT']",d515111be56a522e59386da6f6edd5a605a5c389833b50a9827c1468f1fd9e82,APPROVE,ok
complex,C2,8.0,11011,U,4.0,101,"['APPROVE', 'REJECT']",7b22639d18d056db5aac095a99772705d1c4977b2e0d6b3f1b5f5fcdd61ba567,APPROVE,ok
complex,C2,17.0,neutral,B,5.0,375,"['APPROVE', 'REJECT']",555d8c512a70a33bde8d436c4cb798fcfefa122d7478a0e9eebf4a8d264f9086,APPROVE,ok
simple,S1,,11011,U,,171,"['A', 'B']",,A,ok
simple,S1,,11011,E,,222,"['A', 'B']",,A,ok
simple,S3,,00100,U,,70,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,9.0,neutral,B,2.0,346,"['APPROVE', 'REJECT']",f6200424779a0c38aec2ade3048cfefc8bbae0f584d74cf9c86b8aa6ab29b671,APPROVE,ok
simple,S1,,00100,U,,183,"['A', 'B']",,A,ok
complex,C3,5.0,00100,E,6.0,283,"['CONTINUE', 'PIVOT']",c68b6be8881358975824d1c562dea9fcc99c017fc8629a7a716510c0405336b7,CONTINUE,ok
simple,S2,,00100,U,,385,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,73,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,9.0,11011,E,5.0,232,"['CONTINUE', 'PIVOT']",fb342aaee2c4ad4b912a71097fb4b6fedd111a9a662a0ced1472bb2e095f9796,CONTINUE,ok
simple,S1,,00100,E,,379,"['A', 'B']",,A,ok
complex,C3,5.0,neutral,B,3.0,283,"['CONTINUE', 'PIVOT']",e1fd1458649544cd8944217f77ce61691b775b76a3ea53886ef3d3fc397436bb,CONTINUE,ok
complex,C3,1.0,11011,E,4.0,237,"['CONTINUE', 'PIVOT']",11cc0b36dc17b22790fdc21803cae5a899d680b2cee2e1a8da6e8ded33edead2,CONTINUE,ok
complex,C2,8.0,neutral,B,3.0,288,"['APPROVE', 'REJECT']",5833a4f0ed4d451a71ce30415f6eadc8dd67ae137a64a1eb201a17cca83d35b5,APPROVE,ok
complex,C2,16.0,11011,E,5.0,383,"['APPROVE', 'REJECT']",2cb9152931481df1796ae4e61ed246b6cdd6b6ad2aad30cd0c91560db3ed2d86,APPROVE,ok
simple,S3,,00100,U,,61,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,20.0,11011,E,2.0,22,"['APPROVE', 'REJECT']",19b4c7d458b49d808c0331ae7ba7debc343493132dd74736a860733c41b06e4c,REJECT,ok
complex,C2,7.0,11011,U,4.0,339,"['APPROVE', 'REJECT']",9cb503676bced21e72998e6402c1397a5907f1f99e7adbf97cc7ac79a4c2c0fa,APPROVE,ok
complex,C2,13.0,11011,E,1.0,207,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
complex,C2,11.0,neutral,B,5.0,135,"['APPROVE', 'REJECT']",bc5f56ef992f547b3f194fa9c066e962f02dfd9965be59b943afcd0bfd046baa,APPROVE,ok
complex,C3,17.0,neutral,B,6.0,247,"['CONTINUE', 'PIVOT']",ea62e6c94500f46b78cc9d2e305c0fd991439e4ba0619134d75d16cd8d649281,CONTINUE,ok
complex,C3,6.0,11011,U,5.0,92,"['CONTINUE', 'PIVOT']",1d7ce09b34a61004d8650c02b00bb9ba96e3081c263458ed577698b36082ade3,CONTINUE,ok
simple,S2,,00100,U,,193,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,12.0,neutral,B,2.0,179,"['APPROVE', 'REJECT']",c49d4b5e2dfeb8b2794dd1eddca47a5ea2c034c547ea6c3d21acec792e33ccc1,REJECT,ok
simple,S2,,00100,U,,44,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,16.0,11011,E,4.0,162,"['CONTINUE', 'PIVOT']",0c0aa2260e8956ccdf5814ac903079db3797b03a0ea384615bdffb659e538e12,CONTINUE,ok
simple,S2,,11011,U,,209,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,128,"['A', 'B']",,A,ok
complex,C2,10.0,00100,E,5.0,344,"['APPROVE', 'REJECT']",18594c04758277d91163c717d9126ab9229134b55c13c3559418c0e93a020a66,APPROVE,ok
complex,C3,14.0,neutral,B,1.0,70,"['CONTINUE', 'PIVOT']",c79ee3e87a1ace9203a9bf2b3e227385f174475df55fa19dc22df23a9f5daa16,CONTINUE,ok
complex,C2,9.0,11011,U,2.0,289,"['APPROVE', 'REJECT']",8f036dabc56846d9a4e1359063e4167eda550eccb695b57169880bccae22282f,APPROVE,ok
complex,C3,9.0,00100,U,2.0,232,"['CONTINUE', 'PIVOT']",60afff738c2f9c85ac27f4b9b2e9a0a8a6031e3ac12da4c3bcc5b61b8b1ee3e4,CONTINUE,ok
simple,S2,,11011,E,,395,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,4.0,00100,U,2.0,138,"['CONTINUE', 'PIVOT']",c1d1f7d4c7bf193295f540eb71cdfebb0101e0d3305a97d47db5397dd593a55d,CONTINUE,ok
simple,S2,,11011,E,,87,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,165,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,5.0,11011,E,1.0,160,"['PACKAGE_A', 'PACKAGE_B']",d27b06b068727d36da3b7510fa41489ad1c3a0b553a3fbad639f99254b8893db,PACKAGE_B,ok
complex,C2,11.0,11011,U,4.0,21,"['APPROVE', 'REJECT']",2185f431fa59bd35646ba8835ab028dd268646469d3c46955d2f214c20f20866,APPROVE,ok
complex,C2,14.0,11011,E,4.0,191,"['APPROVE', 'REJECT']",adf65b8b736a0664d7e1301f78237cf492f77bcaa5ea459aaafaccb4f52d4612,REJECT,ok
complex,C3,9.0,00100,U,5.0,167,"['CONTINUE', 'PIVOT']",d1d8df1b4a1d122c4d119b0e4b1891fccda4d3b7019a33074d6bcc98992a6ea7,CONTINUE,ok
complex,C1,15.0,00100,E,1.0,342,"['PACKAGE_A', 'PACKAGE_B']",16dff688942db668a20bd1cc7798282301bc18064618df9339f6fef3c3b440ca,PACKAGE_A,ok
simple,S2,,00100,E,,77,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C2,4.0,11011,E,2.0,305,"['APPROVE', 'REJECT']",bbd83a98079e4fdefac0bd2b6c138fc65fd6bf73c9246b98734bf91c026a9f0a,APPROVE,ok
complex,C3,15.0,neutral,B,4.0,345,"['CONTINUE', 'PIVOT']",af0e80d1abe3cb65c49f9f3aaba4dd3cd51359a14a381cfd2fd00642721c9f16,CONTINUE,ok
simple,S1,,11011,U,,383,"['A', 'B']",,A,ok
complex,C3,1.0,11011,E,6.0,237,"['CONTINUE', 'PIVOT']",c86d8d5f1a887eb013059d4504076acceaca44a690f759778ce687c9aeef5f99,CONTINUE,ok
complex,C2,12.0,00100,E,1.0,237,"['APPROVE', 'REJECT']",b4eb6ec2585d2a28663441963b35551ec6c741c3fbd3d1a6e95c9a469c23303b,APPROVE,ok
simple,S1,,11011,E,,357,"['A', 'B']",,A,ok
